"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.853581514E0,6.615292430E-1,-5.752427876E-2,1.043959185E-1
1.863591279E0,6.391586661E-1,-6.285060197E-2,9.906959534E-2
1.873540010E0,6.290386319E-1,-5.219795927E-2,1.065264493E-1
1.883580293E0,6.311691999E-1,-3.462109342E-2,1.283643693E-1
1.893559541E0,6.450176239E-1,-7.989482954E-3,1.555286050E-1
1.903569307E0,6.673882008E-1,1.544633508E-2,1.896170676E-1
1.913518037E0,6.870955825E-1,2.290318534E-2,2.221076339E-1
1.923527803E0,6.950850487E-1,2.237055451E-2,2.492718846E-1
1.933476533E0,6.876282096E-1,1.970739290E-2,2.593919039E-1
1.943516817E0,6.636597514E-1,7.456851192E-3,2.604571581E-1
1.953465547E0,6.269081235E-1,-8.522115648E-3,2.503371537E-1
1.963505830E0,5.757754445E-1,-7.989482954E-3,2.226402760E-1
1.973485078E0,5.336974859E-1,1.118527725E-2,1.693770438E-1
1.983525361E0,5.214469433E-1,3.515372798E-2,1.059938148E-1
1.993504609E0,5.363606811E-1,5.113269389E-2,3.941478580E-2
2.003514375E0,5.683186054E-1,5.113269389E-2,-1.597896591E-2
2.013463106E0,5.981460214E-1,4.207794741E-2,-6.338323653E-2
2.023472871E0,6.157228351E-1,2.130528912E-2,-9.747169912E-2
2.033421602E0,6.173207760E-1,1.012001187E-2,-1.198422536E-1
2.043400850E0,6.024070382E-1,1.331580617E-2,-1.544633508E-1
2.053349580E0,5.784385800E-1,2.609897964E-2,-1.901497096E-1
2.063359346E0,5.560680628E-1,4.633900523E-2,-2.253034264E-1
2.073308076E0,5.539374948E-1,7.190535218E-2,-2.530003190E-1
2.083348359E0,5.624596477E-1,1.006674916E-1,-2.689792812E-1
2.093297090E0,5.731122494E-1,1.182443574E-1,-2.721750736E-1
2.103337373E0,5.821670294E-1,1.347559541E-1,-2.636529505E-1
2.113316621E0,5.773733258E-1,1.395496428E-1,-2.503371537E-1
2.123326387E0,5.629922748E-1,1.294296384E-1,-2.290318608E-1
2.133275117E0,5.480785370E-1,1.139832959E-1,-2.013349831E-1
2.143284883E0,5.363606811E-1,9.693906456E-2,-1.741707325E-1
2.153233613E0,5.171858668E-1,7.510114461E-2,-1.390170157E-1
2.163273897E0,4.990763962E-1,5.645901710E-2,-8.468852192E-2
2.173253145E0,4.884237647E-1,2.982740477E-2,-2.396845073E-2
2.183262910E0,4.836300611E-1,-2.130528912E-3,3.142530099E-2
2.193242158E0,4.751079381E-1,-4.261057824E-3,7.669904083E-2
2.203221406E0,4.569984376E-1,1.384843793E-2,1.038632840E-1
2.213231172E0,4.394215941E-1,3.781688958E-2,1.097222418E-1
2.223210420E0,4.250405133E-1,5.752427876E-2,1.182443574E-1
2.233159150E0,4.074636400E-1,7.989483327E-2,1.299622655E-1
2.243199434E0,3.893541694E-1,9.214537591E-2,1.379517466E-1
2.253178682E0,3.627225459E-1,9.640643001E-2,1.368864775E-1
2.263188447E0,3.126551211E-1,7.936219871E-2,1.416801661E-1
2.273137178E0,2.338255495E-1,7.030745596E-2,1.267664731E-1
2.283177461E0,1.219727769E-1,7.510114461E-2,9.747169912E-2
2.293156709E0,2.663161140E-3,9.108011425E-2,5.273059011E-2
2.303166475E0,-1.049285457E-1,1.251685768E-1,2.663161140E-3
2.313115205E0,-1.704423130E-1,1.597896665E-1,-6.444849819E-2
2.323124971E0,-1.917476058E-1,1.805623323E-1,-1.203748807E-1
2.333073701E0,-1.837581247E-1,1.821602285E-1,-1.416801661E-1
2.343113984E0,-1.640507281E-1,1.805623323E-1,-1.294296384E-1
2.353032197E0,-1.523328125E-1,1.922802329E-1,-9.321063757E-2
2.363041963E0,-1.656486243E-1,2.098570913E-1,-5.539375171E-2
2.372990693E0,-2.050634027E-1,2.274339646E-1,-2.343581803E-2
2.383030977E0,-2.743056118E-1,2.407497615E-1,4.793690052E-3
2.393010225E0,-3.621899188E-1,2.412824035E-1,2.450108156E-2
2.403050508E0,-4.708468914E-1,2.444781959E-1,4.953479767E-2
2.413029756E0,-5.640575290E-1,2.418150306E-1,6.604639441E-2
2.423039522E0,-6.705839634E-1,2.354234457E-1,7.723167539E-2
2.432988252E0,-7.648598552E-1,2.226402760E-1,8.202536404E-2
2.443028535E0,-8.452873230E-1,2.114549875E-1,7.936219871E-2
2.453007783E0,-8.980179429E-1,2.050634027E-1,7.243798673E-2
2.463048067E0,-9.315737486E-1,1.992044598E-1,5.326322466E-2
2.473027315E0,-9.438242912E-1,1.901497096E-1,2.130528912E-2
2.483037080E0,-9.470201135E-1,1.933455020E-1,-1.597896591E-2
2.492985811E0,-9.427590370E-1,1.981391907E-1,-5.592638254E-2
2.502995576E0,-9.379653335E-1,1.906823367E-1,-9.108011425E-2
2.512913789E0,-9.379653335E-1,1.720402092E-1,-1.187769845E-1
2.522923555E0,-9.480853677E-1,1.411475390E-1,-1.278317273E-1
2.532902803E0,-9.704559445E-1,1.171790883E-1,-1.267664731E-1
2.542943086E0,-1.003479123E0,9.906959534E-2,-1.230380461E-1
2.552922334E0,-1.036502361E0,8.309062570E-2,-1.145159304E-1
2.562932100E0,-1.071123362E0,6.018744037E-2,-1.166464612E-1
2.572880830E0,-1.092428684E0,3.888215125E-2,-1.171790883E-1
2.582890596E0,-1.091363430E0,2.290318534E-2,-1.150485575E-1
2.592869844E0,-1.078580260E0,7.456851192E-3,-1.059938148E-1
2.602879609E0,-1.055144429E0,-1.331580617E-2,-9.321063757E-2
2.612828340E0,-1.041296005E0,-5.219795927E-2,-7.776430249E-2
2.622838106E0,-1.050883412E0,-1.017327532E-1,-7.030745596E-2
2.632786836E0,-1.080710769E0,-1.379517466E-1,-8.096009493E-2
2.642827119E0,-1.112668753E0,-1.576591432E-1,-1.139832959E-1
2.652806367E0,-1.126517177E0,-1.709749401E-1,-1.672465205E-1
2.662846650E0,-1.097222447E0,-1.885518134E-1,-2.263686955E-1
2.672795381E0,-1.008272767E0,-2.109223604E-1,-2.711097896E-1
2.682805147E0,-8.564726114E-1,-2.354234457E-1,-3.036003709E-1
2.692753877E0,-6.599313021E-1,-2.359560728E-1,-3.227751255E-1
2.702794160E0,-4.495415986E-1,-2.290318608E-1,-3.211772442E-1
2.712773408E0,-2.450108230E-1,-2.194444835E-1,-2.940129936E-1
2.722813692E0,-7.563377917E-2,-2.050634027E-1,-2.471413612E-1
2.732792940E0,3.462109342E-2,-1.757686287E-1,-1.864212751E-1
2.742833223E0,7.882957160E-2,-1.294296384E-1,-1.459412277E-1
2.752781953E0,5.539375171E-2,-8.681905270E-2,-1.363538504E-1
2.762791719E0,-1.917476021E-2,-4.953479767E-2,-1.533980817E-1
2.772740449E0,-1.246359423E-1,-2.290318534E-2,-1.874865443E-1
2.782780733E0,-2.412824035E-1,-1.065264456E-2,-2.199771106E-1
2.792759981E0,-3.531351686E-1,-2.024002373E-2,-2.359560728E-1
2.802800264E0,-4.287689328E-1,-6.018744037E-2,-2.274339646E-1
2.812779512E0,-4.548679292E-1,-9.693906456E-2,-1.826928556E-1
2.822758760E0,-4.324973822E-1,-1.155811921E-1,-1.171790883E-1
2.832676973E0,-3.930825889E-1,-1.278317273E-1,-6.125270575E-2
2.842686738E0,-3.339604139E-1,-1.336906850E-1,2.663161140E-3
