"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.312542708E0,-1.340574145E0,3.713820457E0,3.550001144E0
2.322559323E0,-1.394469500E0,3.367549896E0,2.461973190E0
2.332576146E0,-1.056704283E0,2.833315849E0,2.429739952E0
2.342593177E0,-7.623893023E-1,2.175523758E0,2.745907307E0
2.352610416E0,-2.729973793E-1,1.551646233E0,2.670370579E0
2.362627812E0,1.406455636E-1,1.139415741E0,2.561325550E0
2.372645364E0,4.659482837E-1,8.259696960E-1,2.518502235E0
2.382663073E0,7.705999613E-1,4.676771164E-1,1.725847721E0
2.392665208E0,7.493523359E-1,1.112213135E-1,7.201251984E-1
2.402668698E0,4.902334511E-1,-4.862403870E-2,-9.889459610E-2
2.412674010E0,2.197259665E-1,-9.498882294E-2,-8.762335777E-1
2.422681562E0,1.674163938E-1,-1.215972900E-1,-1.414851189E0
2.432691666E0,3.297646046E-1,-8.411693573E-2,-2.046814442E0
2.442704479E0,6.157211065E-1,3.357601166E-2,-2.349525213E0
2.452720104E0,7.193605900E-1,1.120386124E-1,-1.933287144E0
2.462738541E0,7.190712690E-1,1.449613571E-1,-1.356917381E0
2.472759583E0,7.886027694E-1,6.683921814E-2,-2.097783089E-1
2.482782968E0,6.820477247E-1,-7.816028595E-2,1.556759834E0
2.492808385E0,5.807221532E-1,-5.150737762E-1,3.243800640E0
2.502835364E0,4.309021831E-1,-7.438821793E-1,3.410372734E0
2.512863437E0,2.560838163E-1,-1.022376060E0,2.486302853E0
2.522892135E0,1.411051452E-1,-1.613999844E0,1.237710476E0
2.532920989E0,-1.931995153E-3,-2.055987835E0,2.701182365E-1
2.542942708E0,-1.464622021E-1,-2.536038876E0,-5.041007996E-1
2.552960781E0,-1.646870375E-1,-3.210443974E0,-1.058567524E0
2.562977187E0,2.354791760E-2,-3.858799458E0,-1.671082973E0
2.572993593E0,3.413711786E-1,-4.231304169E0,-2.463376284E0
2.583010052E0,5.985787511E-1,-4.564022064E0,-3.206614017E0
2.592984114E0,7.403819561E-1,-4.864030838E0,-3.590446472E0
2.602959896E0,7.964325547E-1,-5.079826355E0,-3.505619049E0
2.612938958E0,9.166454077E-1,-5.343156338E0,-3.174330235E0
2.622923437E0,1.011837006E0,-5.566421509E0,-2.897689581E0
2.632913802E0,1.002896547E0,-5.761542320E0,-2.728996277E0
2.642910781E0,9.588178396E-1,-5.819437981E0,-2.514008522E0
2.652916718E0,8.127118349E-1,-5.842678070E0,-2.407158613E0
2.662931718E0,7.078406811E-1,-6.032701492E0,-2.515999556E0
2.672955521E0,6.524120569E-1,-6.231297493E0,-2.844217300E0
2.682987500E0,6.163737774E-1,-6.366166592E0,-3.258083820E0
2.693026718E0,5.477465987E-1,-6.511821747E0,-3.660284996E0
2.703072031E0,5.256102681E-1,-6.565063477E0,-3.922543526E0
2.713122031E0,5.754274130E-1,-6.595825195E0,-4.221352577E0
2.723175208E0,6.530537605E-1,-6.569164753E0,-4.622220039E0
2.733225104E0,6.410143971E-1,-6.489028931E0,-4.635546684E0
2.743275468E0,4.539688528E-1,-6.447630882E0,-4.098287106E0
2.753303906E0,1.563156843E-1,-6.227364540E0,-3.385940790E0
2.763322291E0,-1.125921607E-1,-5.820877075E0,-3.145858765E0
2.773338385E0,-1.681697369E-1,-5.396198273E0,-3.204228878E0
2.783354531E0,-8.792930841E-2,-5.019719124E0,-3.394175053E0
2.793370729E0,-1.050592661E-1,-4.675828457E0,-3.722434998E0
2.803387031E0,-1.547495127E-1,-4.449021816E0,-3.742561102E0
2.813403437E0,-2.019463778E-1,-4.381816387E0,-3.345937252E0
2.823397708E0,-3.880697489E-1,-4.302123547E0,-2.839489222E0
2.833392864E0,-4.737138152E-1,-4.200631618E0,-2.534277678E0
2.843390833E0,-1.914395094E-1,-4.392560959E0,-2.281302929E0
