"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.737942972E0,5.632419512E-2,6.897383928E-2,-2.276935577E-1
1.747932608E0,6.697652489E-2,6.471290439E-2,-2.127802968E-1
1.757928962E0,1.127815470E-1,-6.657706574E-3,-1.914756298E-1
1.767932608E0,1.660431921E-1,-8.335448056E-2,-1.701709777E-1
1.777943805E0,2.065220475E-1,-1.099853069E-1,-1.541924775E-1
1.787962451E0,2.395442724E-1,-1.579207927E-1,-1.414096802E-1
1.797988180E0,2.576532364E-1,-2.452699095E-1,-1.243659556E-1
1.808020420E0,2.416747361E-1,-3.081186414E-1,-1.137136221E-1
1.818058285E0,1.692388952E-1,-3.400756419E-1,-1.094526947E-1
1.828100733E0,5.099803209E-2,-4.007939398E-1,-1.083874628E-1
1.838146566E0,-9.919982404E-2,-4.679036140E-1,-8.388710022E-2
1.848194483E0,-2.600499988E-1,-5.382089615E-1,-4.340824485E-2
1.858243180E0,-4.230306745E-1,-6.564498544E-1,-3.994623665E-3
1.868279743E0,-5.636414289E-1,-6.713631153E-1,3.967992961E-2
1.878297191E0,-6.616428494E-1,-6.372756362E-1,7.376738638E-2
1.888314430E0,-6.957303286E-1,-6.713631153E-1,9.400681406E-2
1.898331670E0,-6.573819518E-1,-6.479279995E-1,7.802832127E-2
1.908348858E0,-5.444672108E-1,-5.232957006E-1,1.517957076E-2
1.918366045E0,-3.804213405E-1,-3.581846058E-1,-5.725627393E-2
1.928383233E0,-2.035926580E-1,-1.824211627E-1,-1.137136221E-1
1.938400420E0,-6.085143611E-2,1.784265228E-2,-1.648448110E-1
1.948417503E0,-5.459319334E-3,2.330197245E-1,-2.095845938E-1
1.958393233E0,-5.019910634E-2,4.471315742E-1,-2.553896308E-1
1.968370472E0,-1.844184697E-1,6.473953724E-1,-3.118469715E-1
1.978352555E0,-3.687037826E-1,8.030525446E-1,-3.523258269E-1
1.988340680E0,-5.529890656E-1,8.914669156E-1,-3.491301239E-1
1.998335785E0,-7.660356760E-1,8.840102553E-1,-3.033251166E-1
2.008338493E0,-9.641690254E-1,8.179658055E-1,-2.149107605E-1
2.018349118E0,-1.021691680E0,6.473953724E-1,-1.115831584E-1
2.028367555E0,-8.022536039E-1,3.480648994E-1,-1.890788600E-2
2.038393441E0,-3.420729637E-1,-6.631075591E-2,7.057169080E-2
2.048426149E0,1.703041345E-1,-3.539236784E-1,1.621817350E-1
2.058463701E0,4.376776218E-1,-5.541874766E-1,2.559222281E-1
2.068504378E0,3.311543167E-1,-6.969286799E-1,3.038577139E-1
2.078548910E0,-5.765573680E-2,-6.926677823E-1,3.081186414E-1
2.088596045E0,-5.039883852E-1,-4.828168750E-1,2.580527067E-1
2.098644483E0,-8.331453800E-1,-5.033225939E-2,2.335523367E-1
2.108692920E0,-8.256887197E-1,3.150426745E-1,2.388785034E-1
2.118710628E0,-4.411396384E-1,5.866770744E-1,2.197043151E-1
2.128727816E0,2.235657871E-1,6.356778145E-1,2.505960763E-1
2.138745003E0,9.043828249E-1,4.290226102E-1,3.113143444E-1
2.148762191E0,1.319823742E0,1.818885356E-1,3.304885328E-1
2.158752191E0,1.372020125E0,9.453943372E-2,3.049229383E-1
2.168744326E0,1.141929746E0,1.201050207E-1,2.505960763E-1
2.178739535E0,7.531197667E-1,2.436720580E-1,1.866820902E-1
2.188738597E0,2.896102369E-1,2.926727831E-1,6.418029219E-2
2.198742035E0,-7.150376588E-2,3.533910513E-1,-7.430000603E-2
2.208750264E0,-2.589847744E-1,4.343487620E-1,-1.872147024E-1
2.218771930E0,-2.259625494E-1,5.270240307E-1,-2.671071887E-1
2.228797816E0,3.062544856E-3,6.133078933E-1,-3.075860441E-1
