"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.048426149E0,-2.157713175E0,1.021512604E1,8.574207306E0
2.058463701E0,-2.765520573E0,1.147210121E1,6.442139149E0
2.068504378E0,-2.909271717E0,1.226563931E1,3.868958473E0
2.078548910E0,-2.552265644E0,1.274522495E1,3.213322639E0
2.088596045E0,-2.202445507E0,1.272966576E1,4.303935528E0
2.098644483E0,-7.399588823E-1,1.294087696E1,7.704597473E0
2.108692920E0,9.905275702E-1,1.256069565E1,1.185318756E1
2.118710628E0,1.855820417E0,1.244999218E1,1.469823837E1
2.128727816E0,2.169012070E0,1.236800575E1,1.562972832E1
2.138745003E0,2.064412355E0,1.207948494E1,1.354752541E1
2.148762191E0,1.759533405E0,1.177144718E1,9.312875748E0
2.158752191E0,1.324637651E0,1.168309975E1,5.366399765E0
2.168744326E0,3.299332857E-1,1.151288700E1,2.941583633E0
2.178739535E0,-3.864694238E-1,1.131615448E1,2.207461357E0
2.188738597E0,-4.046188593E-1,1.093398857E1,2.809877396E0
2.198742035E0,-5.647603273E-1,1.032388210E1,4.445888996E0
2.208750264E0,-2.997851372E-1,9.406946182E0,6.439396858E0
2.218771930E0,-4.813581705E-3,8.354998589E0,8.188726425E0
2.228797816E0,1.159471571E-1,7.311232567E0,9.259901047E0
2.238827399E0,9.177038074E-2,6.283023834E0,9.172092438E0
2.248860055E0,-1.510288715E-1,5.374629021E0,7.955311775E0
2.258895055E0,-3.837832212E-1,4.603859901E0,6.175303936E0
2.268931566E0,-5.343272090E-1,3.832650185E0,4.249353886E0
2.278968753E0,-5.841361880E-1,3.128452301E0,2.120877266E0
2.289003389E0,-8.326445222E-1,2.487143517E0,1.526513100E-1
2.299020576E0,-2.417072058E-1,2.116663933E0,-8.680305481E-1
2.309037555E0,6.554490328E-2,1.551923752E0,-2.576028109E0
2.319054535E0,8.403721452E-2,9.216499329E-1,-3.578683853E0
2.329071514E0,1.466960311E-1,4.410209656E-1,-3.461041927E0
2.339088493E0,-3.996482491E-2,2.203083038E-1,-3.031546593E0
2.349105472E0,-1.532251239E-1,-4.387283325E-2,-2.563906193E0
2.359122451E0,-1.975012422E-1,-3.248453140E-1,-1.786052704E0
