"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.416133411E0,5.483136773E-1,3.419209003E0,-6.817805290E0
2.426133444E0,6.769021153E-1,3.330250263E0,-6.782579422E0
2.436133444E0,8.067129254E-1,3.349036217E0,-6.930356503E0
2.446133410E0,7.794418931E-1,3.343158722E0,-7.152881622E0
2.456133410E0,3.825562298E-1,3.691675186E0,-7.003008842E0
2.466133410E0,3.436199725E-1,3.781733036E0,-6.779365540E0
2.480121576E0,3.190101981E-1,4.140848637E0,-6.108997822E0
2.490121576E0,3.968853354E-1,4.379818916E0,-5.737880707E0
2.500121576E0,5.036315918E-1,4.744280815E0,-5.419353485E0
2.510121609E0,4.755210280E-1,4.901514053E0,-5.446210861E0
2.520121609E0,3.976943195E-1,5.299920082E0,-5.491619587E0
2.530121609E0,3.497363329E-1,5.571230412E0,-5.390681267E0
2.540121609E0,3.280564845E-1,6.082082272E0,-5.289687157E0
2.550121609E0,3.170601726E-1,6.151722908E0,-5.288667679E0
2.560121609E0,2.304552197E-1,6.407557964E0,-5.191390038E0
2.570121609E0,1.307626516E-1,6.725758076E0,-5.086904049E0
2.580121609E0,8.078882098E-2,7.199325562E0,-4.960619926E0
2.590121609E0,9.824286401E-2,7.435486317E0,-4.735835552E0
2.600121609E0,-2.813640237E-2,7.829330921E0,-4.628033161E0
2.610121575E0,-1.619994938E-1,8.147573471E0,-4.713109970E0
2.620121575E0,-1.427605748E-1,8.519695282E0,-4.750261307E0
2.630121575E0,-2.407060564E-2,8.778083801E0,-4.775479317E0
2.640121575E0,1.226719320E-1,8.990651131E0,-4.820474148E0
2.650121341E0,4.153549075E-1,9.206031799E0,-5.038959503E0
2.660121341E0,7.356817722E-1,9.575257301E0,-5.076524734E0
2.670121374E0,7.792571187E-1,9.706057549E0,-5.053486824E0
2.680121407E0,9.121558666E-1,1.011384773E1,-5.077831268E0
2.690121407E0,9.723491669E-1,1.054990292E1,-4.994125366E0
2.700121407E0,1.265605211E0,1.106960678E1,-4.680491447E0
2.710121407E0,1.246348858E0,1.113563156E1,-4.556771278E0
2.720121407E0,1.203730345E0,1.137418938E1,-4.077882290E0
2.730121373E0,1.145122647E0,1.137604809E1,-3.684423923E0
2.740121373E0,1.038561106E0,1.130194092E1,-3.120977879E0
2.750121373E0,1.079306602E0,1.125042343E1,-3.036610126E0
2.760121373E0,1.191799164E0,1.113952637E1,-2.976699352E0
2.770121373E0,1.174285173E0,1.113427067E1,-2.973198414E0
2.780121373E0,9.488457441E-1,1.084632587E1,-4.091545582E0
2.790121373E0,6.445389986E-1,1.076511002E1,-4.461019516E0
2.800121373E0,3.250038624E-1,1.081413651E1,-4.408205986E0
2.810121339E0,4.154635221E-2,1.076126289E1,-4.315313816E0
2.820121339E0,-3.205510080E-1,1.060113716E1,-4.272902012E0
2.830121372E0,-4.255754948E-1,1.044336510E1,-4.278217793E0
2.840121372E0,-3.243325651E-1,1.015856171E1,-4.082189083E0
2.850121372E0,-6.877407432E-3,9.765296936E0,-3.933413506E0
2.860121372E0,5.790184140E-1,9.021614075E0,-4.201534271E0
2.870121372E0,6.867818832E-1,8.843103409E0,-4.298639774E0
2.880121372E0,8.074747324E-1,8.496046066E0,-4.631192684E0
2.890121372E0,7.365889549E-1,8.137016296E0,-5.032169342E0
2.900121372E0,3.389981389E-1,7.846926689E0,-5.253814697E0
2.910121372E0,2.694739699E-1,7.733467579E0,-5.283302307E0
2.920121372E0,1.413416415E-1,7.480807781E0,-5.470224857E0
2.930121405E0,8.259513974E-2,7.246935844E0,-5.508029461E0
2.940121405E0,1.206498593E-1,6.788398743E0,-5.500174522E0
2.950121038E0,1.431564093E-1,6.692359924E0,-5.490200043E0
2.960121038E0,2.737419009E-1,6.350589275E0,-5.621722221E0
2.970121004E0,3.041639924E-1,6.043312073E0,-5.753623962E0
2.980120970E0,3.230782449E-1,5.681456089E0,-5.971796513E0
2.990120970E0,3.094812632E-1,5.420816422E0,-6.034576416E0
3.000120970E0,2.456151694E-1,5.149288654E0,-6.052417755E0
3.010120970E0,4.636311531E-2,4.962947369E0,-5.886686802E0
3.020120970E0,-1.155390888E-1,4.734674931E0,-5.901114464E0
3.030120970E0,-1.329307258E-1,4.532205105E0,-5.893220425E0
3.040120970E0,-1.613989174E-1,4.295824528E0,-5.910986900E0
3.050120970E0,-1.023482531E-1,3.963163376E0,-5.939946175E0
3.060120970E0,-1.753259599E-1,3.210913181E0,-6.049434662E0
3.070120870E0,-1.779144406E-1,3.001181126E0,-6.035649776E0
3.080120870E0,-5.807940662E-2,2.517403603E0,-6.176147461E0
3.090120870E0,8.812361956E-2,2.015582085E0,-6.240885735E0
3.100120870E0,3.053596318E-1,1.265436172E0,-6.531410217E0
3.110120870E0,2.953144908E-1,1.111777782E0,-6.601973534E0
3.120120870E0,4.353352487E-1,2.130341530E-1,-6.697429657E0
3.130120836E0,4.144230783E-1,-3.424725533E-1,-6.707412243E0
3.140120836E0,3.935576975E-1,-3.814110756E-1,-6.665436745E0
3.150120836E0,1.852488518E-1,-8.841028214E-1,-7.155441284E0
3.160120836E0,-8.929967880E-4,-1.157205105E0,-7.364804268E0
3.170120836E0,-1.709022224E-1,-1.426594257E0,-7.470035553E0
3.180120869E0,-2.252263725E-1,-1.702415943E0,-7.360656738E0
3.190120869E0,-2.438552380E-1,-1.904749870E0,-7.061674595E0
3.200120869E0,-1.987209171E-1,-2.146121502E0,-6.692863464E0
3.210120869E0,-7.852497697E-2,-2.481263638E0,-6.376734734E0
3.220120869E0,2.209360003E-1,-2.898972034E0,-5.575549126E0
3.230120835E0,2.900191545E-1,-3.148997784E0,-5.085769653E0
3.240120835E0,3.062383533E-1,-3.586666822E0,-4.738646984E0
3.250121201E0,4.192509651E-1,-3.950640678E0,-4.790338516E0
3.260121201E0,2.446764708E-1,-4.427263737E0,-5.470922947E0
3.270121201E0,1.340608001E-1,-4.458655834E0,-5.636136532E0
3.280121201E0,-1.757462919E-1,-4.585492134E0,-6.098577023E0
3.290121201E0,-5.697472095E-1,-4.794841766E0,-6.553193092E0
3.300121201E0,-9.273048043E-1,-4.941666603E0,-6.561285019E0
3.310120934E0,-9.187687635E-1,-4.962599754E0,-6.537664890E0
3.320120934E0,-8.559722304E-1,-4.813529015E0,-6.413443089E0
3.330120934E0,-5.819509029E-1,-4.623692036E0,-6.456372738E0
3.340120934E0,-3.621292710E-1,-4.037725925E0,-6.521404266E0
3.350120934E0,-3.321799934E-1,-3.985838413E0,-6.525896072E0
3.360120934E0,-1.892240942E-1,-3.578819752E0,-6.731541157E0
3.370121034E0,-2.415598333E-1,-3.047898769E0,-7.246669292E0
3.380121034E0,-3.515229821E-1,-2.399497509E0,-7.880229950E0
3.390121034E0,-6.200283766E-1,-1.831938744E0,-8.375456810E0
3.400121034E0,-5.960951447E-1,-1.867897987E0,-8.332214355E0
3.410121034E0,-1.318859220E0,-5.545678139E-1,-8.918961525E0
3.420121034E0,-1.327146769E0,-1.488332748E-1,-8.734342575E0
3.430121034E0,-1.193547726E0,-4.482269287E-5,-8.269177437E0
3.440121034E0,-9.376197457E-1,1.812067032E-1,-7.585483551E0
3.450121034E0,-6.568288803E-1,2.538537979E-1,-7.041983128E0
3.460121034E0,-3.425887227E-1,2.296504974E-1,-6.278615952E0
3.470121034E0,-2.536497712E-1,2.388792038E-1,-6.088494778E0
3.480121000E0,-1.779375225E-1,1.178727150E-1,-5.500865459E0
3.490121000E0,-1.005962193E-1,-1.990032196E-2,-5.289525509E0
3.500121000E0,-3.349822760E-2,-2.958626747E-1,-5.289455414E0
3.510121033E0,-1.036402583E-2,-3.061566353E-1,-5.322521210E0
3.520121033E0,6.447714567E-2,-4.678883553E-1,-5.450333118E0
3.530121033E0,6.349384785E-2,-5.544242859E-1,-5.638367176E0
3.540121033E0,1.000919938E-2,-7.668666840E-1,-6.217051029E0
3.550120633E0,2.581775188E-2,-7.881917953E-1,-6.347217560E0
3.560120633E0,7.903456688E-3,-9.518141747E-1,-6.545722485E0
3.570120633E0,5.569690466E-2,-1.023838520E0,-6.546279430E0
3.580120633E0,2.486626357E-1,-1.047309399E0,-6.655330658E0
3.590120633E0,3.476965427E-1,-1.113975048E0,-6.661220551E0
3.600120633E0,2.294749618E-1,-1.144748688E0,-6.712459087E0
3.610120899E0,2.414202541E-1,-1.183554173E0,-6.803253174E0
3.620120899E0,1.741074324E-1,-9.243173599E-1,-6.667329311E0
3.630120899E0,1.167287380E-1,-7.801260948E-1,-6.554869652E0
3.640120899E0,5.658015609E-3,-7.194838524E-1,-6.435090065E0
3.650120899E0,-1.429708302E-1,-6.307439804E-1,-6.455388546E0
3.660120899E0,-1.062790900E-1,-5.726642609E-1,-6.494614601E0
3.670120932E0,-1.049326360E-1,-4.886989594E-1,-6.518305302E0
3.680120965E0,-9.116919339E-2,-3.777256012E-1,-6.506012917E0
3.690120965E0,1.179348826E-1,-1.785817146E-1,-6.669837952E0
3.700120965E0,1.241764203E-1,1.084532738E-1,-7.102992058E0
