"Time (s),""Gyroscope x (rad/s)"",""Gyroscope y (rad/s)"",""Gyroscope z (rad/s)"""
3.783170138E0,-4.063017368E-1,-6.253732741E-2,-1.292743534E-1
3.793170138E0,-4.344015419E-1,-2.290744742E-4,-1.445459872E-1
3.803170138E0,-3.995822370E-1,7.002042979E-2,-1.329395473E-1
3.813170138E0,-2.853504419E-1,9.934195876E-2,-1.036180183E-1
3.823170104E0,-1.124755666E-1,1.005636901E-1,-5.474879593E-2
3.833170104E0,3.474296257E-2,9.201157838E-2,-3.520110995E-2
3.843170104E0,1.037707329E-1,1.610393524E-1,-9.750936180E-2
3.853170104E0,1.416443735E-1,3.149773777E-1,-2.929862440E-1
3.863170070E0,1.422552466E-1,5.196172595E-1,-5.073999166E-1
3.873170070E0,4.451680556E-2,5.776494741E-1,-5.122868419E-1
3.883170070E0,-1.778381467E-1,2.129628956E-1,-1.915826052E-1
3.893170070E0,-6.854671836E-1,-4.217261076E-1,3.270419836E-1
3.903170070E0,-1.319545269E0,-8.163450360E-1,6.514114141E-1
3.913170070E0,-1.543732882E0,-1.033202171E0,6.251442432E-1
3.923170070E0,-1.256015301E0,-8.462774158E-1,4.131739736E-1
3.933170070E0,-5.125923157E-1,-4.345542490E-1,1.847103834E-1
3.943170503E0,5.784130096E-1,-1.535562575E-1,-1.017854214E-1
3.953170503E0,1.549688816E0,7.796167582E-2,-3.705661297E-1
3.963170503E0,2.056706905E0,3.669009507E-1,-5.428301096E-1
3.973170503E0,2.198427677E0,6.784422398E-1,-6.430120468E-1
3.983170503E0,2.090915442E0,7.199810743E-1,-5.898667574E-1
3.993170503E0,1.640707731E0,5.745950937E-1,-3.216969073E-1
4.003170503E0,9.681450725E-1,4.212679565E-1,-3.764457256E-2
4.013170503E0,3.542254865E-1,3.125339448E-1,2.121993154E-1
4.023170503E0,-2.519819187E-3,3.125339448E-1,3.759112060E-1
4.033170503E0,-1.283580661E-1,3.901138306E-1,4.565454125E-1
4.043170503E0,-8.071056753E-2,5.073999166E-1,4.828126132E-1
4.053170503E0,2.369393557E-1,6.540076137E-1,4.650975168E-1
4.063170503E0,4.892266989E-1,5.849798322E-1,4.504367709E-1
4.073170503E0,6.291148663E-1,3.919464052E-1,4.217261076E-1
4.083170503E0,5.875760317E-1,1.836413592E-1,4.198935032E-1
4.093170503E0,3.896556795E-1,5.841398984E-2,3.753003478E-1
4.103170503E0,9.705121815E-2,2.603813075E-2,2.262492180E-1
4.113170503E0,-1.912771761E-1,-8.170322515E-3,3.077233583E-2
4.123170503E0,-3.336087763E-1,-1.517236531E-1,-1.341612786E-1
4.133170503E0,-3.629303277E-1,-3.074942827E-1,-2.373975068E-1
4.143170503E0,-3.293327391E-1,-4.327216744E-1,-3.155882657E-1
4.153170503E0,-2.596940994E-1,-4.760931134E-1,-3.705661297E-1
4.163170503E0,-1.888337135E-1,-4.290564656E-1,-3.840051591E-1
4.173170503E0,-1.185842156E-1,-3.545309305E-1,-3.418554664E-1
4.183170503E0,-4.283692688E-2,-3.368158340E-1,-3.607922792E-1
4.193170503E0,4.573853686E-2,-3.502548635E-1,-3.614031374E-1
4.203170503E0,1.392009109E-1,-4.015675485E-1,-2.734385431E-1
4.213170503E0,2.650391459E-1,-4.986951053E-1,-1.744783819E-1
4.223170503E0,4.122576714E-1,-5.530621409E-1,-8.529205620E-2
4.233170503E0,4.922810197E-1,-5.011385679E-1,2.099849284E-2
4.243170069E0,4.544073939E-1,-3.398701549E-1,9.857837856E-2
4.253170069E0,2.913063765E-1,-7.353290170E-2,8.575020730E-2
4.263170069E0,3.718642145E-2,2.636647224E-1,2.283108793E-2
4.273170069E0,-1.613447815E-1,5.318345428E-1,-4.069889709E-2
4.283170069E0,-2.016618848E-1,5.354997516E-1,-7.002042979E-2
4.293170069E0,-9.720393270E-2,3.998876512E-1,-1.439351290E-1
4.303169735E0,1.141554415E-1,3.070361316E-1,-2.654972970E-1
4.313169735E0,2.674826086E-1,2.709950805E-1,-3.534618914E-1
4.323169735E0,2.112830132E-1,1.793653071E-1,-4.273765981E-1
4.333169735E0,-1.839468032E-1,-1.611157134E-2,-4.053854346E-1
4.343169735E0,-9.401979446E-1,-3.337614834E-1,-2.990948856E-1
4.353169735E0,-1.709888220E0,-6.312528849E-1,-2.593886554E-1
4.363169735E0,-2.328083754E0,-8.664360046E-1,-2.031890452E-1
4.373169735E0,-2.613357782E0,-5.261840224E-1,-1.494329125E-1
4.383169735E0,-2.324418545E0,9.445504099E-2,-1.207222417E-1
4.393169735E0,-1.266399980E0,3.614031374E-1,-6.207918003E-2
4.403169735E0,1.642463952E-1,2.105194330E-1,2.710714564E-2
4.413169735E0,1.130635262E0,1.848630905E-1,3.382666409E-2
4.423169735E0,1.452561140E0,4.395939112E-1,-5.963572115E-2
4.433169735E0,1.409189820E0,6.711118221E-1,-1.329395473E-1
4.443169735E0,1.216156363E0,7.028768063E-1,-7.124216110E-2
4.453169735E0,9.705885053E-1,6.112470627E-1,9.185886383E-2
4.463169735E0,7.445683479E-1,5.165629387E-1,2.317470014E-1
4.473169735E0,5.930737853E-1,5.245041847E-1,3.630830348E-1
4.483169735E0,5.203808546E-1,5.880341530E-1,4.986951053E-1
4.493169735E0,4.849506319E-1,6.350708008E-1,5.897140503E-1
4.503169735E0,4.910593033E-1,6.472880840E-1,6.165921092E-1
4.513169735E0,5.136613250E-1,5.513822436E-1,6.123160720E-1
4.523097535E0,5.112178326E-1,4.200462103E-1,5.884923339E-1
4.533097535E0,4.647921026E-1,2.856558561E-1,5.151884556E-1
4.543097535E0,3.475059569E-1,1.732566506E-1,3.936263025E-1
4.553097535E0,1.587486118E-1,1.140027270E-1,2.354121953E-1
4.563097568E0,-5.566509441E-2,1.078940704E-1,6.498079002E-2
4.573097568E0,-2.505311072E-1,1.329395473E-1,-9.017898142E-2
4.583097568E0,-3.953061700E-1,6.024658307E-2,-2.496148050E-1
4.593097568E0,-4.851033688E-1,-3.749185428E-2,-3.589596748E-1
4.603097901E0,-5.278639197E-1,-1.578323096E-1,-3.943898678E-1
4.613097901E0,-4.881576896E-1,-2.183079720E-1,-3.491858542E-1
4.623097901E0,-3.806453943E-1,-2.726749778E-1,-2.746602893E-1
4.633097901E0,-2.297616899E-1,-3.368158340E-1,-1.940260679E-1
4.643097901E0,-6.543894112E-2,-4.260021448E-1,-1.555415690E-1
4.653097901E0,5.306891724E-2,-5.249623060E-1,-1.225548387E-1
4.663097901E0,7.689265907E-2,-5.292384028E-1,-9.873109311E-2
4.673097901E0,-1.298088697E-3,-4.412737787E-1,-9.201157838E-2
4.683097901E0,-1.534035355E-1,-3.563635051E-1,-1.188896447E-1
4.693097901E0,-3.293327391E-1,-2.470186353E-1,-1.891391575E-1
4.703097901E0,-4.759403765E-1,-1.388954818E-1,-2.612212598E-1
4.713097901E0,-5.431355834E-1,-8.781188168E-3,-3.033709526E-1
4.723097901E0,-4.967097938E-1,8.590292186E-2,-2.771037519E-1
4.733097901E0,-3.201697469E-1,4.008803144E-2,-2.141846269E-1
4.743097901E0,-5.810855702E-2,-1.859321147E-1,-1.989129931E-1
4.753097901E0,1.960113794E-1,-3.050508201E-1,-2.178498209E-1
4.763097901E0,2.638174295E-1,-2.109775841E-1,-2.392300963E-1
4.773097901E0,2.344958931E-1,-9.392052889E-3,-3.113121986E-1
4.783097901E0,2.461023331E-1,8.773551881E-2,-3.925572634E-1
4.793097901E0,2.063960880E-1,1.198823005E-2,-4.121049643E-1
4.803097901E0,-1.779145002E-2,-2.955060638E-2,-3.614031374E-1
4.813097901E0,-3.348305225E-1,6.452263892E-2,-3.082578778E-1
4.823097867E0,-5.370268822E-1,8.407033235E-2,-4.121049643E-1
4.833097867E0,-5.993351340E-1,2.848159149E-2,-5.080108047E-1
4.843097867E0,-4.600578845E-1,-1.040761694E-1,-3.595705628E-1
4.853097867E0,-2.695442922E-2,-3.410918713E-1,-1.011745557E-1
4.863097833E0,5.906303525E-1,-5.219079852E-1,1.731039435E-1
4.873097833E0,1.051833630E0,-5.438991189E-1,3.160464168E-1
4.883097833E0,1.199052095E0,-2.537381649E-1,2.964987159E-1
4.893097833E0,1.146517754E0,1.176679209E-1,1.938733608E-1
4.903097833E0,1.059163928E0,2.337323129E-1,1.578323096E-1
4.913097833E0,9.614255428E-1,1.414916664E-1,2.708423734E-1
4.923097866E0,8.172613382E-1,7.246389240E-2,4.211152196E-1
4.933097866E0,6.120105982E-1,1.433242559E-1,5.652794242E-1
4.943097866E0,4.018729627E-1,2.703842223E-1,6.532440186E-1
4.953097866E0,2.289981097E-1,3.956116140E-1,6.868416071E-1
4.963097866E0,1.220966876E-1,5.409975052E-1,6.672939062E-1
4.973097866E0,7.872525603E-2,6.424011588E-1,5.689446330E-1
4.983097866E0,8.422304690E-2,6.381251216E-1,4.211152196E-1
4.993097866E0,1.165989041E-1,5.898667574E-1,2.506838143E-1
5.003097866E0,1.514182240E-1,5.037347674E-1,6.253732741E-2
5.013097866E0,1.954005212E-1,4.029420018E-1,-7.735081017E-2
5.023097866E0,2.063960880E-1,2.581669390E-1,-1.555415690E-1
5.033097866E0,1.459204406E-1,1.274417639E-1,-2.264019251E-1
5.043097866E0,1.519527286E-2,8.834638447E-2,-2.789363563E-1
5.053097866E0,-1.259146035E-1,1.280526221E-1,-3.192534447E-1
5.063097866E0,-2.377029359E-1,1.469894499E-1,-3.388011456E-1
5.073097866E0,-3.189480305E-1,9.812022746E-2,-3.064252734E-1
5.083097866E0,-3.366630971E-1,-2.832887508E-2,-2.569451928E-1
5.093097866E0,-2.890156209E-1,-1.847103834E-1,-1.958586723E-1
5.103097866E0,-1.802816093E-1,-3.331506252E-1,-1.543198377E-1
5.113097866E0,-8.437576145E-2,-4.137848318E-1,-1.268308908E-1
5.123097866E0,-5.566509441E-2,-4.046218693E-1,-1.164461896E-1
5.133097866E0,-1.283580661E-1,-3.111594915E-1,-1.243874356E-1
5.143097866E0,-2.535854280E-1,-2.280818075E-1,-1.469894499E-1
5.153097866E0,-3.501021564E-1,-1.694387496E-1,-1.451568604E-1
5.163097866E0,-4.551709592E-1,-3.565925732E-2,-8.956811577E-2
5.173097866E0,-4.789946973E-1,7.307475805E-2,-2.176207490E-2
5.183097866E0,-4.398993254E-1,1.665371358E-1,5.765040591E-2
5.193097866E0,-3.134502172E-1,9.689849615E-2,1.327868253E-1
5.203097866E0,-1.155298874E-1,-6.803511828E-2,1.511127949E-1
5.213097866E0,9.697485715E-3,-3.016147204E-2,8.025242388E-2
5.223097832E0,4.757113010E-2,1.109483987E-1,-9.506590664E-2
5.233097832E0,-4.039346427E-2,2.001347244E-1,-2.496148050E-1
5.243097832E0,-3.568216562E-1,2.092977017E-1,-3.259729743E-1
5.253097832E0,-9.518043995E-1,1.885282844E-1,-3.369685411E-1
5.263097832E0,-1.590158582E0,2.386192381E-1,-3.388011456E-1
5.273097832E0,-1.767309546E0,1.873065531E-1,-3.943898678E-1
5.283097832E0,-1.328708291E0,-1.046870351E-1,-4.127158225E-1
5.293097832E0,-4.612796307E-1,-3.954588771E-1,-3.662900627E-1
5.303097832E0,3.493385613E-1,-5.005277395E-1,-2.025781870E-1
5.313097832E0,8.496372104E-1,-4.870886803E-1,-1.687515154E-2
5.323097832E0,1.030453324E0,-4.253912866E-1,1.358411610E-1
5.333097832E0,9.510408044E-1,-2.940552533E-1,2.213622928E-1
5.343097832E0,7.384597063E-1,-1.523345262E-1,2.415208519E-1
5.353097832E0,5.118287206E-1,-8.513934165E-2,2.445751727E-1
5.363097832E0,3.621667325E-1,-1.071304902E-1,2.916117907E-1
5.373097832E0,3.255148232E-1,-1.902081668E-1,3.600287139E-1
5.383097832E0,3.841578662E-1,-2.121993154E-1,4.229478240E-1
5.393097832E0,4.983896911E-1,-1.437824070E-1,4.424955249E-1
5.403097832E0,6.150649190E-1,-1.450804994E-3,4.479933083E-1
5.413097832E0,6.914231181E-1,1.793653071E-1,4.369977117E-1
5.423097832E0,7.268533111E-1,3.052035570E-1,4.113413990E-1
5.433097832E0,7.066947222E-1,2.905427814E-1,3.636938930E-1
5.443097832E0,5.576435924E-1,1.964695305E-1,2.891683280E-1
5.453097832E0,2.723695338E-1,1.873065531E-1,1.388954818E-1
5.463097832E0,-1.962404512E-2,3.168099821E-1,-1.005636901E-1
5.473097832E0,-2.132683247E-1,4.609741867E-1,-3.314707577E-1
5.483097832E0,-2.682462037E-1,4.890739918E-1,-4.872413874E-1
5.493097832E0,-2.242639065E-1,3.754530549E-1,-5.471062064E-1
5.503097832E0,-1.619556546E-1,1.860848218E-1,-4.994587004E-1
5.513097832E0,-1.558469981E-1,2.725986205E-2,-3.870594800E-1
5.523097865E0,-2.273182273E-1,-4.115704447E-2,-2.624429762E-1
5.533097865E0,-3.391065598E-1,-8.147415519E-2,-1.268308908E-1
5.543097865E0,-4.215733707E-1,-1.278999150E-1,-1.603521290E-3
5.553097865E0,-4.417319298E-1,-1.682170182E-1,9.674578160E-2
5.563097898E0,-4.179081917E-1,-2.134210467E-1,1.529453844E-1
5.573097898E0,-3.971387744E-1,-2.274709493E-1,1.443932652E-1
5.583097898E0,-3.898083866E-1,-2.085341215E-1,1.291216463E-1
5.593097898E0,-3.910301030E-1,-1.889864355E-1,1.321759671E-1
5.603097898E0,-4.252385795E-1,-1.480584592E-1,1.443932652E-1
5.613097898E0,-4.973206818E-1,-6.803511828E-2,1.608866304E-1
5.623097898E0,-5.645158291E-1,4.314235970E-2,1.957059503E-1
5.633097898E0,-5.742896795E-1,1.451568604E-1,2.250274867E-1
5.643097898E0,-4.612796307E-1,1.457677186E-1,2.506838143E-1
5.653097898E0,-2.480876446E-1,6.391177326E-2,2.964987159E-1
5.663097898E0,-3.489567712E-2,-1.916589774E-2,2.592359483E-1
5.673097898E0,1.563051492E-1,4.657847341E-3,1.150717437E-1
5.683097898E0,2.980258763E-1,1.060614809E-1,-1.030071527E-1
5.693097898E0,3.829361498E-1,1.891391575E-1,-4.231005311E-1
5.703097898E0,2.235003263E-1,1.561524272E-1,-7.291440368E-1
5.713097898E0,-8.699484468E-1,6.696610153E-2,-8.769733906E-1
5.723097898E0,-1.640249491E0,1.280526221E-1,-6.705009937E-1
5.733097898E0,-1.915749788E0,1.078940704E-1,-5.397757888E-1
5.743097898E0,-1.582217336E0,1.687515154E-2,-3.931681514E-1
5.753097898E0,-8.094727993E-1,6.879869848E-2,-1.695914567E-1
5.763097664E0,2.522109747E-1,8.468119800E-2,8.819366992E-2
5.773097664E0,1.312062144E0,3.459024429E-2,2.134210467E-1
5.783097664E0,1.907044888E0,-4.237877578E-2,2.512947023E-1
5.793097664E0,1.916207910E0,-1.181260645E-1,1.847103834E-1
5.803097664E0,1.454393744E0,-1.834886521E-1,6.620252132E-2
5.813097664E0,7.482335567E-1,-2.415208519E-1,1.550070569E-2
5.823097630E0,1.001055390E-1,-2.464077622E-1,4.604396969E-2
5.833097630E0,-2.847395539E-1,-2.030363381E-1,1.425606757E-1
5.843097630E0,-3.849214613E-1,-9.369145334E-2,2.714532316E-1
5.853097630E0,-2.285399586E-1,3.764457256E-2,4.003458023E-1
5.863097596E0,9.644035250E-2,1.249983013E-1,5.329035521E-1
5.873097596E0,4.550182521E-1,1.592067480E-1,6.471353769E-1
5.883097596E0,7.586182952E-1,1.494329125E-1,7.161631584E-1
5.893097596E0,8.997281194E-1,1.256091595E-1,7.131088376E-1
5.903097596E0,8.361981511E-1,1.372155994E-1,5.622251034E-1
5.913097596E0,6.010150313E-1,2.099085748E-1,2.787836194E-1
5.923097629E0,2.986367345E-1,2.826015353E-1,-3.214678168E-2
5.933097629E0,-1.908953884E-3,3.632357419E-1,-2.887101769E-1
5.943097629E0,-1.986075640E-1,3.699552715E-1,-4.536437988E-1
5.953097629E0,-2.932916880E-1,3.143665195E-1,-4.964043796E-1
5.963097629E0,-3.067307174E-1,2.037999183E-1,-4.334852397E-1
5.973097629E0,-2.743548453E-1,7.551821321E-2,-2.948188484E-1
5.983097629E0,-2.419789881E-1,-8.330674469E-2,-1.512655020E-1
5.993097629E0,-2.126574665E-1,-2.128101736E-1,-1.137736533E-2
6.003097629E0,-2.034944892E-1,-2.867248654E-1,8.330674469E-2
6.013097629E0,-2.169335186E-1,-3.013856411E-1,1.114065498E-1
6.023097629E0,-2.340377420E-1,-3.056617081E-1,8.208502084E-2
6.033097629E0,-2.462550551E-1,-3.123812079E-1,2.527454868E-2
6.043097629E0,-2.658027411E-1,-2.659554482E-1,-3.214678168E-2
6.053097629E0,-2.859613001E-1,-1.706604809E-1,-8.895725012E-2
6.063097862E0,-3.152828217E-1,-8.513934165E-2,-1.280526221E-1
6.073097862E0,-3.598759770E-1,1.603521290E-3,-1.256091595E-1
6.083097862E0,-4.111886621E-1,7.368562371E-2,-8.223773539E-2
6.093097862E0,-4.466188550E-1,6.879869848E-2,-1.992947794E-2
6.103097862E0,-4.429536462E-1,4.375322163E-2,6.314819306E-2
6.113097862E0,-3.610977232E-1,1.076649968E-2,1.492801905E-1
6.123097862E0,-1.344667077E-1,-1.376737505E-1,2.024254650E-1
6.133097862E0,1.337031275E-1,-2.256383449E-1,1.975385547E-1
6.143097862E0,2.937498391E-1,-1.523345262E-1,1.183551457E-2
6.153097862E0,2.662608922E-1,1.097266674E-1,-3.638466001E-1
6.163097862E0,2.008219436E-2,4.237114191E-1,-7.926740050E-1
6.173097862E0,-5.871178508E-1,4.243222773E-1,-8.519279361E-1
6.183097862E0,-1.469207287E0,-4.482223839E-2,-4.023311138E-1
6.193097862E0,-2.119778872E0,-4.351651371E-1,-3.092505224E-2
6.203097962E0,-1.973171115E0,-4.748713672E-1,-4.192062840E-2
6.213097962E0,-1.094136000E0,-2.812270820E-1,-1.443169173E-2
6.223097928E0,1.300379336E-1,-1.840995103E-1,6.070473418E-2
6.233097928E0,1.518534660E0,-1.437824070E-1,1.101848185E-1
6.243097928E0,2.505082130E0,-3.321579844E-2,1.645518243E-1
6.253097928E0,2.781193018E0,1.726457924E-1,8.941540122E-2
6.263097928E0,2.425669432E0,4.377613068E-1,-3.886630014E-2
6.273097928E0,1.194165230E0,5.965862870E-1,-3.947716579E-2
6.283097928E0,3.878230751E-1,4.646393657E-1,1.327868253E-1
6.293097928E0,-1.106429696E-1,3.271946907E-1,3.362049460E-1
6.303097928E0,-2.920699418E-1,3.070361316E-1,4.938081801E-1
6.313097928E0,-3.256675303E-1,4.463134110E-1,6.068182588E-1
6.323097928E0,-1.595121920E-1,5.031238794E-1,6.049856544E-1
6.333097928E0,1.111011133E-1,4.090506434E-1,5.652794242E-1
6.343097928E0,3.475059569E-1,2.685516477E-1,4.779256880E-1
6.353097928E0,5.710826516E-1,-1.611157134E-2,2.616794109E-1
6.363097928E0,6.584363580E-1,-2.238057554E-1,1.488984004E-2
6.373097928E0,5.936846733E-1,-3.111594915E-1,-2.001347244E-1
6.383097928E0,4.055381715E-1,-3.465896547E-1,-3.565162420E-1
6.393097928E0,1.715767831E-1,-3.899610937E-1,-3.968333304E-1
6.403097928E0,-3.611740842E-2,-3.765220642E-1,-3.736204505E-1
6.413097928E0,-1.735620946E-1,-3.643047512E-1,-3.394120038E-1
6.423097928E0,-2.505311072E-1,-3.539200425E-1,-3.143665195E-1
6.433097928E0,-2.847395539E-1,-2.800053656E-1,-2.661081851E-1
6.443097928E0,-2.914590836E-1,-1.755474061E-1,-1.934152097E-1
6.453097928E0,-2.578614950E-1,-1.126282811E-1,-1.702023298E-1
6.463097928E0,-2.034944892E-1,-1.083522215E-1,-1.836413592E-1
6.473097928E0,-1.656208336E-1,-1.352302879E-1,-2.129628956E-1
6.483097928E0,-2.059379518E-1,-1.376737505E-1,-2.624429762E-1
6.493097928E0,-3.085633218E-1,-1.181260645E-1,-2.856558561E-1
6.503097828E0,-4.527274966E-1,-9.552405030E-2,-2.844341397E-1
6.513097828E0,-6.103307605E-1,-2.222022414E-2,-2.416735590E-1
6.523097861E0,-7.312820554E-1,5.169447139E-2,-1.476003081E-1
6.533097861E0,-7.868707776E-1,7.063129544E-2,-3.581197560E-2
6.543097861E0,-7.581601143E-1,7.673994452E-2,3.749185428E-2
6.553097861E0,-6.598108411E-1,1.115592644E-1,8.330674469E-2
6.563097894E0,-4.869359732E-1,1.182787865E-1,1.321759671E-1
6.573097894E0,-2.486985177E-1,1.854739636E-1,2.079232633E-1
6.583097894E0,3.840815276E-2,2.373975068E-1,2.580142021E-1
6.593097894E0,4.128685594E-1,2.019673288E-1,3.111594915E-1
6.603097894E0,6.071236730E-1,2.054034360E-2,3.911828399E-1
6.613097894E0,2.839759886E-1,-2.146427780E-1,5.787184834E-1
6.623097894E0,-6.512587070E-1,-4.437172413E-1,8.175667524E-1
6.633097894E0,-1.636584401E0,-6.049856544E-1,9.189704061E-1
6.643097894E0,-1.775861621E0,-8.975901008E-1,6.428593397E-1
6.653097894E0,-9.114872813E-1,-1.176144719E0,2.671771944E-1
6.663097894E0,1.831832081E-1,-1.172479510E0,6.337726954E-3
6.673097894E0,7.464009523E-1,-8.676577210E-1,-4.619668424E-2
6.683097894E0,9.278279543E-1,-4.461607039E-1,2.099849284E-2
6.693097894E0,1.035951138E0,-1.474476010E-1,1.144608781E-1
6.703097894E0,9.919688106E-1,2.086868435E-1,1.810451895E-1
6.713097894E0,7.183011770E-1,4.976260960E-1,1.651626974E-1
6.723097894E0,2.986367345E-1,5.422192812E-1,8.941540122E-2
6.733097894E0,-1.094212383E-1,3.449097872E-1,4.848742858E-2
6.743097894E0,-3.800345361E-1,1.518763751E-1,1.242347211E-1
6.753097894E0,-4.869359732E-1,9.323330969E-2,2.146427780E-1
6.763097894E0,-4.081343412E-1,1.023962870E-1,3.191007376E-1
6.773097894E0,-2.132683247E-1,1.750892550E-1,4.541019499E-1
6.783097894E0,8.177958429E-2,3.064252734E-1,5.408447981E-1
6.793097894E0,4.855615199E-1,3.216969073E-1,5.292384028E-1
6.803097894E0,8.172613382E-1,2.318997234E-1,4.388303161E-1
6.813097894E0,9.577603340E-1,1.152244583E-1,2.659554482E-1
6.823097860E0,8.416959643E-1,-7.559457328E-3,7.170030475E-2
6.833097860E0,4.415792227E-1,5.535966158E-2,-2.673299015E-1
6.843097860E0,1.752419621E-1,7.712173741E-3,-5.165629387E-1
6.853097860E0,-4.352414981E-3,-8.330674469E-2,-6.088035703E-1
6.863097826E0,-5.749769136E-2,-2.769510448E-1,-6.167448163E-1
6.873097826E0,-4.344778880E-2,-4.119522572E-1,-5.941427946E-1
6.883097826E0,-1.107193250E-2,-4.583780169E-1,-5.978080034E-1
6.893097826E0,-8.017606102E-3,-4.296673536E-1,-6.173557043E-1
6.903097826E0,-7.765624672E-2,-3.862959146E-1,-5.959753990E-1
6.913097826E0,-1.839468032E-1,-4.113413990E-1,-5.055673718E-1
6.923097859E0,-2.554180324E-1,-5.316818357E-1,-3.577379584E-1
6.933097859E0,-2.798526287E-1,-7.027240992E-1,-1.909717470E-1
6.943097859E0,-2.957351506E-1,-8.096255064E-1,-3.886630014E-2
6.953097859E0,-3.067307174E-1,-8.731555343E-1,9.392052889E-3
6.963097859E0,-3.818671405E-1,-7.619780302E-1,7.536549866E-2
6.973097859E0,-5.315291286E-1,-4.925864637E-1,1.388954818E-1
6.983097859E0,-6.561456323E-1,-2.134210467E-1,1.706604809E-1
6.993097859E0,-6.799693704E-1,-3.016147204E-2,2.195297033E-1
7.003097859E0,-5.541311502E-1,3.397937864E-2,2.848922908E-1
7.013097859E0,-3.177262843E-1,4.069889709E-2,3.624721766E-1
7.023097859E0,-5.016730726E-2,-7.170030475E-2,3.856850564E-1
7.033097859E0,1.556942761E-1,-9.002626687E-2,3.203224540E-1
7.043097859E0,1.929570585E-1,1.757001132E-1,1.792125851E-1
7.053097859E0,2.069306001E-2,6.136904955E-1,-7.796167582E-2
7.063097859E0,-2.749657333E-1,9.179013968E-1,-4.463134110E-1
7.073097825E0,-6.830236912E-1,7.890087962E-1,-5.978080034E-1
7.083097425E0,-1.197983146E0,2.105194330E-1,-4.884631336E-1
7.093097425E0,-1.656131983E0,-2.934443951E-1,-3.723987341E-1
7.103097425E0,-1.585271716E0,-5.341253281E-1,-4.231005311E-1
7.113097425E0,-9.701303840E-1,-4.235586822E-1,-5.006804466E-1
7.123097425E0,-1.253037304E-1,-1.456149966E-1,-4.860196710E-1
7.133097425E0,8.783478737E-1,-7.353290170E-2,-3.974441886E-1
7.143097425E0,1.740889549E0,-1.260673106E-1,-2.636647224E-1
7.153097425E0,2.166051865E0,-4.909829423E-2,-1.195005104E-1
7.163097425E0,2.090304613E0,1.256091595E-1,-3.581197560E-2
7.173097425E0,1.655368447E0,2.007455975E-1,3.894265974E-3
7.183097425E0,1.005407810E0,2.007455975E-1,5.032002553E-2
7.193097425E0,3.389538527E-1,2.099085748E-1,1.016327068E-1
7.203097425E0,-1.607339233E-1,2.581669390E-1,1.541671157E-1
7.213097425E0,-3.696498275E-1,3.479641080E-1,1.816560477E-1
7.223097391E0,-2.493093759E-1,5.428301096E-1,1.804343164E-1
7.233097391E0,1.398117840E-1,6.827182770E-1,1.932624876E-1
7.243097391E0,5.894085765E-1,6.741661429E-1,2.170862406E-1
7.253097391E0,9.327148795E-1,5.715407729E-1,2.402991205E-1
7.263097391E0,1.045114040E0,4.432590902E-1,2.659554482E-1
7.273097391E0,8.960629702E-1,3.687335253E-1,2.525164187E-1
7.283097391E0,5.606979132E-1,3.534618914E-1,1.724930704E-1
7.293097391E0,1.654681265E-1,4.078288972E-1,3.443752974E-2
7.303097391E0,-1.607339233E-1,4.909065962E-1,-1.286634952E-1
7.313097391E0,-3.287218511E-1,5.458844304E-1,-2.948188484E-1
7.323097391E0,-3.464369476E-1,4.414264858E-1,-4.255439937E-1
7.333097391E0,-3.012329340E-1,2.477822155E-1,-4.964043796E-1
7.343097391E0,-2.664135993E-1,7.124216110E-2,-5.080108047E-1
7.353097391E0,-2.584723532E-1,-5.154175684E-2,-4.609741867E-1
7.363097391E0,-3.146719635E-1,-1.211803928E-1,-3.442989290E-1
7.373097424E0,-4.289037585E-1,-1.553888470E-1,-1.928043365E-1
7.383097824E0,-6.042220592E-1,-1.321759671E-1,2.672535367E-3
7.393097824E0,-6.872997880E-1,-1.511127949E-1,9.735664725E-2
7.403097824E0,-7.318929434E-1,-2.042580694E-1,1.737148017E-1
7.413097824E0,-7.520514727E-1,-2.299144119E-1,2.366339266E-1
7.423097824E0,-7.789295316E-1,-1.963168234E-1,2.451860309E-1
7.433097824E0,-7.544949651E-1,-7.597636431E-2,2.396882474E-1
7.443097824E0,-6.787476540E-1,3.336851299E-2,2.433534414E-1
7.453097824E0,-5.999460220E-1,1.384373307E-1,2.433534414E-1
7.463097824E0,-5.663484335E-1,2.581669390E-1,2.610685229E-1
7.473097824E0,-6.042220592E-1,3.333033621E-1,2.616794109E-1
7.483097824E0,-5.932264924E-1,3.559053540E-1,2.366339266E-1
7.493097824E0,-5.290856361E-1,3.107013404E-1,2.054798007E-1
7.503097824E0,-4.649448097E-1,2.557234764E-1,1.743256748E-1
7.513097824E0,-4.515057802E-1,2.520582676E-1,1.999820024E-1
7.523097857E0,-5.388594866E-1,2.007455975E-1,2.286926806E-1
7.533097857E0,-7.832056284E-1,8.223773539E-2,2.238057554E-1
7.543097857E0,-1.206535220E0,1.443169173E-2,1.529453844E-1
7.553097857E0,-1.638416886E0,8.895725012E-2,-5.597052723E-2
7.563097490E0,-1.668349385E0,1.195005104E-1,-3.479641080E-1
7.573097490E0,-1.120403171E0,6.330090761E-2,-6.381251216E-1
7.583097490E0,-3.562107980E-1,9.078984708E-2,-7.945066094E-1
7.593097490E0,3.896556795E-1,1.280526221E-1,-6.595053673E-1
7.603097490E0,9.705885053E-1,3.642284125E-2,-4.560872614E-1
